date,symbol,sector,open,high,low,close,adj_close,volume
2024-08-29,DELTA,Energy,78.23,79.16,76.39,77.31,77.29,1687645
2024-11-20,ALPHA,Technology,121.08,124.84,118.72,122.45,122.43,1387807
2023-07-20,BETA,Finance,59.42,59.93,58.91,59.42,59.42,1733668
2024-01-19,BENCH,Benchmark,129.00,129.88,127.80,128.69,128.67,1839370
2023-09-18,BENCH,Benchmark,139.66,141.96,138.07,140.36,140.35,1362062
2024-02-23,ALPHA,Technology,97.18,98.40,94.35,95.55,95.54,1298295
2024-07-17,GAMMA,Healthcare,56.59,57.05,55.51,55.96,55.95,1784482
2024-12-06,GAMMA,Healthcare,61.55,63.67,60.32,62.41,62.40,1554764
2023-05-22,BETA,Finance,89.90,91.53,87.00,88.60,88.60,1160006
2023-06-06,BENCH,Benchmark,122.36,123.06,120.20,120.88,120.88,1759339
2023-06-19,DELTA,Energy,71.89,73.13,67.91,69.11,69.11,1442561
2024-12-13,OMEGA,Consumer,112.54,114.24,110.95,112.64,112.61,1573766
2023-11-23,BETA,Finance,79.37,80.27,78.74,79.63,79.62,1271652
2024-07-25,ALPHA,Technology,123.80,127.19,121.70,125.07,125.04,1747270
2024-11-11,ALPHA,Technology,109.99,112.62,107.36,109.99,109.96,1281222
2024-10-01,DELTA,Energy,78.96,80.35,77.80,79.19,79.17,1580615
2024-01-31,BETA,Finance,74.17,74.97,72.46,73.25,73.25,1565929
2024-12-06,ALPHA,Technology,124.36,126.00,120.84,122.45,122.43,1453473
2024-01-04,ALPHA,Technology,103.88,106.71,102.45,105.26,105.25,1617065
2023-08-07,DELTA,Energy,63.06,64.48,61.98,63.40,63.39,1644508
2024-12-12,ALPHA,Technology,120.01,123.45,117.93,121.35,121.32,2148718
2024-04-23,GAMMA,Healthcare,43.83,44.85,43.16,44.18,44.17,1408430
2023-10-04,ALPHA,Technology,106.87,107.60,105.12,105.84,105.83,1301768
2023-12-20,DELTA,Energy,70.49,71.71,68.19,69.40,69.39,1704034
2023-02-01,OMEGA,Consumer,68.19,69.10,67.45,68.36,68.36,1365628
2023-08-18,ALPHA,Technology,86.12,87.28,84.10,85.25,85.25,1707862
2024-12-06,DELTA,Energy,95.14,96.95,94.05,95.85,95.83,1141470
2023-11-09,BETA,Finance,77.44,78.94,76.53,78.02,78.01,1688591
2023-09-01, ALPHA ,Technology,94.54,95.87,93.38,94.71,94.70,2312013
2024-03-13,BENCH,Benchmark,130.09,131.86,129.08,130.85,130.84,1980781
2024-03-15,OMEGA,Consumer,109.58,110.82,106.57,107.79,107.78,1237019
2024-05-17,ALPHA,Technology,121.94,124.04,117.38,119.43,119.41,1779252
2024-10-02,DELTA,Energy,79.18,80.80,76.46,78.05,78.04,1332037
2023-09-25,GAMMA,Healthcare,45.22,45.98,44.74,45.49,45.49,1541426
2023-11-30,BETA,Finance,77.68,78.55,76.26,77.12,77.12,1901526
2023-01-16,ALPHA,Technology,90.38,91.75,86.53,87.87,87.87,1442497
2024-08-30,BETA,Finance,56.24,57.97,55.51,57.23,57.22,1185967
2023-10-09,OMEGA,Consumer,100.72,103.41,99.24,101.92,101.91,1215856
2023-11-08,OMEGA,Consumer,101.63,102.25,98.77,99.38,99.37,1558414
2024-01-25,ALPHA,Technology,106.74,107.69,103.90,104.84,104.82,1641212
2023-05-05,OMEGA,Consumer,80.09,81.26,78.38,79.55,79.55,1864036
2023-01-04,OMEGA,Consumer,70.18,72.08,68.96,70.85,70.85,1950874
2023-02-03,BETA,Finance,61.97,63.18,61.28,62.49,62.49,1444813
2024-04-24,BENCH,Benchmark,143.07,144.15,142.20,143.28,143.26,1356799
2024-12-26,OMEGA,Consumer,106.25,108.72,104.50,106.96,106.93,1688182
2024-01-18,DELTA,Energy,69.71,71.51,68.09,69.89,69.88,1193752
2024-05-03,BENCH,Benchmark,143.90,145.00,142.99,144.08,144.06,1358509
2024-12-18,ALPHA,Technology,123.91,129.38,122.40,127.83,127.80,1514949
2024-12-06,OMEGA,Consumer,113.50,114.94,110.90,112.32,112.30,1741872
2024-11-29,DELTA,Energy,94.80,98.11,92.77,96.05,96.03,1315309
2024-10-14,GAMMA,Healthcare,51.37,53.53,50.46,52.59,52.58,1440001
2023-11-21,BENCH,Benchmark,141.06,142.50,138.95,140.38,140.37,1408125
2023-08-15,BETA,Finance,61.79,62.46,60.67,61.33,61.33,1293135
2024-11-29,BETA,Finance,70.78,72.06,68.88,70.15,70.14,1409581
2024-06-05,DELTA,Energy,87.59,93.66,85.57,91.55,91.54,1365398
2024-07-01,GAMMA,Healthcare,54.03,55.94,53.11,55.00,54.99,1321363
2023-01-12,ALPHA,Technology,85.41,87.53,84.32,86.43,86.43,1290200
2024-02-29,GAMMA,Healthcare,42.29,42.87,41.62,42.19,42.19,1696500
2024-08-28,GAMMA,Healthcare,53.24,53.77,51.70,52.22,52.21,1663893
2024-06-24,BENCH,Benchmark,157.15,159.07,155.09,157.01,156.98,2035252
2023-01-10,DELTA,Energy,59.61,60.57,57.94,58.88,58.88,1308277
2024-05-24,BETA,Finance,67.06,67.64,64.86,65.43,65.42,1553319
2024-09-03,BETA,Finance,56.30,56.93,55.49,56.11,56.10,1221668
2023-03-29,GAMMA,Healthcare,49.06,49.60,47.57,48.10,48.10,1292122
2023-02-27,BETA,Finance,68.02,68.61,66.53,67.11,67.11,1430257
2023-10-12,DELTA,Energy,83.09,84.41,77.62,78.88,78.88,1377142
2024-05-08,DELTA,Energy,79.14,82.00,78.04,80.87,80.86,1393872
2024-12-30,BETA,Finance,78.87,79.91,77.91,78.95,78.93,2025339
2024-11-12,ALPHA,Technology,110.27,115.10,109.03,113.82,113.80,1339069
2023-03-03,ALPHA,Technology,99.94,101.97,99.07,101.09,101.09,1562566
2024-02-29,OMEGA,Consumer,106.93,107.95,104.32,105.32,105.31,1771696
2024-02-27,OMEGA,Consumer,110.48,112.04,106.66,108.18,108.17,1407127
2023-09-21,OMEGA,Consumer,98.95,99.90,97.97,98.93,98.93,1485856
2024-11-11,OMEGA,Consumer,107.07,108.13,105.38,106.43,106.41,1970701
2024-04-17,DELTA,Energy,67.99,69.41,66.92,68.34,68.32,1508702
2023-12-14,OMEGA,Consumer,100.65,102.01,97.50,98.84,98.83,2310426
2023-04-07,BENCH,Benchmark,130.96,131.94,130.05,131.03,131.03,1365120
2023-12-04,DELTA,Energy,66.68,69.20,66.08,68.59,68.59,1167815
2024-02-12,BETA,Finance,73.62,74.53,71.40,72.29,72.28,1169007
2023-07-05,DELTA,Energy,64.96,66.97,63.51,65.51,65.50,1707570
2024-02-16,OMEGA,Consumer,110.64,113.32,109.62,112.29,112.27,1407082
2023-11-15,OMEGA,Consumer,100.00,101.73,95.81,97.50,97.49,2062383
2023-06-09,ALPHA,Technology,89.57,91.51,88.15,90.09,90.09,1286126
2024-08-22,BENCH,Benchmark,134.26,136.92,133.17,135.82,135.79,1499521
2023-03-28,GAMMA,Healthcare,49.02,49.84,48.43,49.25,49.25,1983701
2023-12-13,DELTA,Energy,69.35,73.88,68.30,72.78,72.77,2030311
2024-10-25,GAMMA,Healthcare,56.65,58.10,56.27,57.71,57.70,1831137
2023-04-10,BENCH,Benchmark,131.24,132.11,129.98,130.85,130.84,1989928
2024-06-17,OMEGA,Consumer,122.60,126.38,121.03,124.78,124.75,1529304
2024-04-08,GAMMA,Healthcare,42.62,43.32,41.57,42.26,42.25,1316376
2024-11-01,DELTA,Energy,89.85,91.48,87.87,89.50,89.48,1236557
2023-03-31,BETA,Finance,83.66,86.47,83.02,85.82,85.81,1576882
2024-01-25,BENCH,Benchmark,126.40,127.46,124.53,125.57,125.56,2005940
2024-10-09,BETA,Finance,60.53,60.77,60.30,60.53,60.52,1466234
2024-08-20,BETA,Finance,58.62,59.09,57.93,58.40,58.39,1900800
2023-01-20,GAMMA,Healthcare,40.80,41.38,40.00,40.58,40.58,1565993
2023-10-30,DELTA,Energy,72.40,74.89,71.28,73.75,73.74,1381856
2023-03-31,BENCH,Benchmark,131.00,131.85,130.74,131.59,131.58,1485832
2024-01-23,BETA,Finance,73.78,74.65,72.03,72.88,72.88,1296668
2023-01-12,GAMMA,Healthcare,42.55,42.81,41.20,41.46,41.46,1484344
2023-11-20,DELTA,Energy,68.94,70.07,67.36,68.49,68.48,1663022
2024-08-30,OMEGA,Consumer,103.96,104.90,102.60,103.54,103.52,1484358
2023-03-24,BENCH,Benchmark,126.64,130.63,125.35,129.31,129.31,1575296
2023-03-03,OMEGA,Consumer,75.09,76.39,72.97,74.26,74.26,1577330
2024-08-07,BETA,Finance,59.25,59.72,58.00,58.46,58.45,1161555
2023-06-16,ALPHA,Technology,86.20,87.89,83.36,85.03,85.03,1785839
2024-07-05,BENCH,Benchmark,158.60,159.92,156.54,157.85,157.83,1686450
2024-01-03,ALPHA,Technology,105.52,106.58,103.77,104.84,104.82,2184970
2024-07-17,OMEGA,Consumer,114.29,115.33,112.84,113.88,113.86,1349708
2024-08-23,OMEGA,Consumer,107.55,109.30,103.20,104.91,104.89,1528428
2023-07-14,BENCH,Benchmark,108.62,109.57,107.54,108.49,108.48,2069495
2023-08-28,OMEGA,Consumer,88.67,89.72,87.54,88.59,88.59,1327323
2023-01-25,ALPHA,Technology,95.44,96.33,94.38,95.28,95.28,1709806
2023-10-17,OMEGA,Consumer,103.15,106.49,102.27,105.58,105.57,1702755
2024-09-25,ALPHA,Technology,100.60,104.03,98.41,101.81,101.79,1479737
2023-04-25,GAMMA,Healthcare,50.73,51.35,49.85,50.47,50.47,1821067
2023-09-27,ALPHA,Technology,108.65,109.83,105.55,106.72,106.71,2299365
2024-09-04,BETA,Finance,55.87,56.86,54.80,55.79,55.78,1171759
2024-08-05,BENCH,Benchmark,145.85,146.82,142.90,143.86,143.83,1620822
2023-06-23,GAMMA,Healthcare,40.47,41.42,40.01,40.95,40.95,1704866
2023-11-22,OMEGA,Consumer,98.47,98.99,97.75,98.26,98.25,1221957
2023-07-31,GAMMA,Healthcare,38.74,39.27,37.40,37.92,37.91,2218934
2024-11-08,DELTA,Energy,95.16,96.69,92.54,94.05,94.03,1613966
2024-10-17,BENCH,Benchmark,148.42,151.88,146.88,150.33,150.29,1415464
2023-01-04,GAMMA,Healthcare,41.89,42.30,40.52,40.92,40.92,1409898
2024-06-13,BENCH,Benchmark,157.18,159.43,155.67,157.91,157.89,1678385
2024-07-29,OMEGA,Consumer,113.01,115.27,111.50,113.75,113.73,1321519
2023-06-16,BENCH,Benchmark,117.67,118.35,116.51,117.18,117.18,1734053
2024-12-09,BETA,Finance,70.62,71.07,69.74,70.18,70.16,2171630
2024-08-12,BETA,Finance,56.90,58.60,56.35,58.05,58.04,1536257
2023-02-23,ALPHA,Technology,90.42,95.22,89.01,93.76,93.76,1780813
2024-04-18,ALPHA,Technology,106.74,111.84,105.14,110.19,110.17,1543104
2023-12-14,BETA,Finance,78.19,79.16,74.99,75.93,75.93,1353458
2024-09-16,BETA,Finance,55.46,56.18,54.42,55.13,55.12,1577500
2024-02-15,OMEGA,Consumer,111.55,112.50,110.01,110.96,110.95,1284219
2023-03-02,DELTA,Energy,61.27,62.54,59.68,60.94,60.94,1518399
2024-11-26,DELTA,Energy,96.81,98.55,92.99,94.68,94.66,1181493
2023-10-18,OMEGA,Consumer,105.67,106.80,103.58,104.70,104.69,1829349
2024-08-28,OMEGA,Consumer,103.63,107.11,102.03,105.49,105.47,1463367
2024-02-15,ALPHA,Technology,100.10,101.28,97.36,98.52,98.51,1519801
2023-07-28,ALPHA,Technology,77.63,78.35,77.06,77.79,77.78,1671593
2024-12-17,DELTA,Energy,96.33,100.49,93.73,97.85,97.82,1453053
2024-09-02,GAMMA,Healthcare,51.70,52.56,50.31,51.16,51.15,1820412
2023-07-17,BETA,Finance,56.88,58.03,56.26,57.41,57.41,1425649
2023-12-22,BETA,Finance,75.56,77.35,75.08,76.87,76.86,1213831
2023-03-15,GAMMA,Healthcare,42.19,43.12,41.46,42.39,42.39,1700897
2023-12-04,BETA,Finance,75.92,76.73,75.33,76.14,76.13,1486398
2024-12-20,GAMMA,Healthcare,63.66,66.13,62.84,65.28,65.27,1955254
2024-09-20,ALPHA,Technology,107.57,109.79,104.24,106.43,106.41,1303499
2024-09-23,BETA,Finance,55.72,56.21,54.70,55.19,55.18,1537580
2023-06-27,DELTA,Energy,68.62,69.73,67.51,68.62,68.62,1754914
2023-05-29,OMEGA,Consumer,81.22,82.31,78.51,79.58,79.58,1504668
2023-06-26,ALPHA,Technology,83.48,86.44,82.23,85.16,85.16,1532683
2024-02-23,GAMMA,Healthcare,43.73,44.07,42.93,43.27,43.26,1690907
2024-05-13,ALPHA,Technology,118.75,123.35,117.05,121.61,121.59,1896094
2023-03-29,BENCH,Benchmark,129.69,130.65,127.87,128.83,128.83,1985139
2024-09-18,BETA,Finance,55.88,57.08,55.12,56.32,56.31,1275604
2023-08-24,BENCH,Benchmark,120.63,121.87,119.73,120.96,120.96,1411463
2023-10-17,DELTA,Energy,77.86,79.69,75.14,76.95,76.95,1482647
2023-05-10,OMEGA,Consumer,79.31,81.95,78.29,80.91,80.91,1485391
2024-02-21,ALPHA,Technology,97.12,98.51,95.43,96.81,96.80,2220932
2023-03-08,OMEGA,Consumer,71.85,73.42,70.97,72.53,72.53,1745568
2024-05-02,ALPHA,Technology,119.12,121.27,116.44,118.58,118.56,1921949
2024-02-28,OMEGA,Consumer,108.07,109.22,106.22,107.36,107.34,1313587
2023-07-13,DELTA,Energy,66.89,67.84,63.31,64.22,64.21,1392786
2023-12-15,OMEGA,Consumer,98.48,99.71,96.57,97.79,97.78,1243869
2023-02-09,OMEGA,Consumer,67.14,67.88,65.92,66.65,66.65,1298893
2023-01-31,OMEGA,Consumer,69.30,70.18,67.14,68.00,68.00,1751321
2023-01-25,BETA,Finance,63.07,65.23,62.21,64.35,64.35,1206831
2024-02-09,OMEGA,Consumer,111.14,112.94,106.26,108.00,107.99,1243037
2024-12-30,GAMMA,Healthcare,65.05,65.98,63.69,64.62,64.60,1247884
2023-12-27,BETA,Finance,76.83,78.59,76.10,77.84,77.83,1384842
2023-01-23,OMEGA,Consumer,71.81,73.49,71.20,72.88,72.88,1681065
2023-06-30,ALPHA,Technology,80.59,81.66,79.20,80.26,80.26,1641740
2023-11-27,BENCH,Benchmark,137.37,138.58,134.55,135.75,135.74,1851229
2023-05-03,DELTA,Energy,87.01,88.90,82.81,84.65,84.65,1605046
2024-08-07,OMEGA,Consumer,116.76,118.14,111.98,113.33,113.30,1290786
2023-09-28,BETA,Finance,79.32,80.62,78.55,79.84,79.83,1461301
2024-10-07,GAMMA,Healthcare,51.56,52.39,49.95,50.77,50.76,1806251
2024-06-18,BENCH,Benchmark,159.16,160.98,157.91,159.73,159.70,1781096
2023-06-01,OMEGA,Consumer,75.99,76.82,75.03,75.85,75.85,1545018
2023-02-22,DELTA,Energy,63.66,64.75,62.21,63.30,63.30,1202187
2023-05-23,BETA,Finance,88.16,89.00,86.35,87.18,87.18,1201035
2024-05-17,DELTA,Energy,79.49,80.66,75.88,77.02,77.01,1139483
2023-08-10,BENCH,Benchmark,112.72,115.20,111.98,114.44,114.44,1409634
2023-09-20,BETA,Finance,81.19,82.14,79.53,80.46,80.46,1353371
2023-12-22,ALPHA,Technology,100.44,102.93,98.82,101.29,101.28,1474810
2023-07-11,GAMMA,Healthcare,41.70,43.11,41.34,42.73,42.73,1650893
2024-04-15,GAMMA,Healthcare,42.43,44.06,42.00,43.61,43.61,1632258
2024-01-26,BENCH,Benchmark,125.28,127.35,124.08,126.15,126.13,1882167
2023-10-03,BENCH,Benchmark,139.12,140.14,137.71,138.74,138.72,1469595
2024-05-17,OMEGA,Consumer,118.11,119.84,114.08,115.77,115.75,1439881
2023-10-09,BENCH,Benchmark,143.35,144.74,141.98,143.37,143.36,1965908
2024-01-19,GAMMA,Healthcare,41.56,42.42,40.97,41.83,41.83,1598012
2023-07-20,BENCH,Benchmark,108.26,109.82,107.61,109.16,109.16,1373705
2024-12-24,GAMMA,Healthcare,64.54,66.02,63.72,65.19,65.18,1376894
2024-07-19,BENCH,Benchmark,154.75,155.81,152.48,153.53,153.51,1471157
2023-12-08,GAMMA,Healthcare,47.13,47.91,46.49,47.27,47.27,1643684
2023-09-04,BETA,Finance,69.44,70.41,68.66,69.63,69.63,1653827
2023-09-11,ALPHA,Technology,100.51,103.78,99.00,102.24,102.24,1602939
2024-06-18,DELTA,Energy,91.01,93.65,89.49,92.11,92.09,1210816
2024-01-29,OMEGA,Consumer,108.77,111.33,107.25,109.80,109.78,1479513
2023-11-01,BETA,Finance,78.85,80.39,77.91,79.44,79.44,1454060
2023-10-10,OMEGA,Consumer,102.12,104.63,100.99,103.48,103.47,1453815
2024-08-05,DELTA,Energy,98.35,99.81,94.76,96.19,96.17,1175417
2023-09-08,BENCH,Benchmark,130.80,132.37,129.85,131.42,131.41,1580021
2024-01-12,DELTA,Energy,66.39,67.78,65.77,67.15,67.14,1677428
2023-08-17,OMEGA,Consumer,86.77,87.64,84.64,85.50,85.49,1520753
2024-07-10,ALPHA,Technology,150.26,153.08,142.51,145.23,145.20,2336505
2024-08-29,OMEGA,Consumer,105.11,106.22,103.27,104.38,104.36,1753827
2023-12-07,BENCH,Benchmark,139.75,141.04,139.09,140.38,140.36,1457564
2023-05-25,DELTA,Energy,79.07,80.80,74.48,76.16,76.16,1226712
2024-05-16,ALPHA,Technology,117.81,121.59,116.89,120.64,120.63,1855530
2023-08-24,ALPHA,Technology,88.32,92.05,86.93,90.62,90.62,1441959
2024-12-02,OMEGA,Consumer,109.60,112.17,108.29,110.84,110.82,1221864
2023-12-21,OMEGA,Consumer,97.30,99.48,96.25,98.41,98.40,1190238
2023-11-14,BETA,Finance,77.85,79.41,77.08,78.63,78.63,1377416
2023-09-19,GAMMA,Healthcare,46.16,46.80,45.44,46.07,46.07,1335926
2023-08-11,BETA,Finance,60.63,62.47,59.86,61.68,61.67,1679205
2024-09-12,BENCH,Benchmark,138.96,140.25,135.20,136.47,136.44,1625818
2024-04-19,BENCH,Benchmark,141.93,144.15,140.77,142.98,142.96,1560221
2023-06-07,OMEGA,Consumer,76.33,77.59,75.22,76.48,76.48,1474534
2023-12-07,BETA,Finance,77.90,80.03,77.44,79.56,79.55,1290181
2024-10-08,GAMMA,Healthcare,50.78,51.61,50.18,51.00,50.99,1296600
2023-06-29,OMEGA,Consumer,74.43,75.19,73.83,74.59,74.59,1253635
2024-04-26,BENCH,Benchmark,143.37,144.38,141.73,142.74,142.72,1372497
2024-03-07,ALPHA,Technology,91.42,93.23,88.28,90.06,90.05,1611139
2024-03-21,DELTA,Energy,71.06,73.57,70.22,72.71,72.70,1376397
2024-12-13,GAMMA,Healthcare,63.63,65.39,62.55,64.30,64.29,1324164
2023-04-06,BENCH,Benchmark,131.07,132.55,129.89,131.37,131.36,1539423
2024-04-17,OMEGA,Consumer,103.71,106.70,102.80,105.77,105.76,1502424
2024-06-28,BETA,Finance,67.89,69.76,67.37,69.23,69.22,1506991
2024-03-18,ALPHA,Technology,99.57,100.88,95.40,96.68,96.66,1801691
2024-03-13,BETA,Finance,68.20,70.10,67.45,69.34,69.34,1175832
2024-03-29,GAMMA,Healthcare,42.75,43.64,41.88,42.77,42.76,2048069
2023-11-22,GAMMA,Healthcare,43.35,45.67,42.95,45.25,45.25,1993608
2024-09-04,GAMMA,Healthcare,50.97,51.81,49.57,50.39,50.38,1896508
2023-05-03,BENCH,Benchmark,134.69,136.08,133.22,134.61,134.61,1644217
2024-10-02,BETA,Finance,58.09,59.09,57.28,58.27,58.26,1478096
2024-03-01,ALPHA,Technology,87.19,88.59,85.10,86.49,86.48,2351343
2024-11-12,DELTA,Energy,91.14,92.34,88.67,89.86,89.84,1876382
2024-08-14,BETA,Finance,57.91,58.72,57.22,58.03,58.02,1259968
2023-03-07,GAMMA,Healthcare,42.76,43.63,42.36,43.22,43.22,1676332
2024-04-09,DELTA,Energy,72.46,73.23,70.57,71.33,71.32,1467504
2023-02-20,BETA,Finance,67.38,67.97,66.10,66.69,66.69,1197183
2024-09-26,OMEGA,Consumer,97.27,99.54,95.76,98.02,98.00,1313142
2023-11-02,BETA,Finance,79.39,80.30,77.01,77.90,77.90,1179338
2023-05-26,ALPHA,Technology,101.42,102.88,97.82,99.25,99.25,1779968
2024-06-03,BETA,Finance,68.77,70.23,67.62,69.07,69.06,1348556
2023-12-08,BETA,Finance,79.75,80.39,78.39,79.03,79.02,1747497
2023-02-16,OMEGA,Consumer,66.69,67.70,65.65,66.66,66.66,1774905
2024-04-04,OMEGA,Consumer,106.66,108.27,103.73,105.32,105.30,1278355
2023-06-21,BETA,Finance,69.54,70.45,67.87,68.77,68.77,1316721
2024-07-31,BETA,Finance,60.56,61.62,58.99,60.04,60.03,1348255
2024-09-02,DELTA,Energy,76.54,77.35,74.77,75.56,75.55,1246774
2023-05-09,OMEGA,Consumer,79.73,81.07,78.58,79.92,79.92,1950448
2023-08-25,ALPHA,Technology,89.91,93.04,88.46,91.56,91.56,1583925
2023-12-27,BENCH,Benchmark,135.73,136.91,134.41,135.58,135.57,2446684
2024-03-11,DELTA,Energy,70.14,71.82,69.47,71.15,71.14,1374769
2024-05-15,BENCH,Benchmark,151.19,152.75,149.70,151.26,151.24,1367282
2024-02-21,BETA,Finance,67.44,69.32,66.46,68.32,68.31,1306567
2023-12-25,BENCH,Benchmark,137.34,138.58,135.73,136.97,136.95,1542819
2023-04-19,BENCH,Benchmark,132.93,135.12,131.44,133.61,133.61,1331369
2023-12-19,OMEGA,Consumer,99.69,100.73,98.35,99.38,99.37,1692542
2024-03-19,BETA,Finance,69.15,70.12,68.41,69.38,69.37,1240713
2024-11-04,BETA,Finance,66.90,68.85,66.22,68.15,68.13,1162408
2024-04-23,DELTA,Energy,68.23,70.38,67.24,69.37,69.36,1977664
2024-09-19,BETA,Finance,56.26,57.73,55.58,57.04,57.03,1246242
2024-03-11,OMEGA,Consumer,111.56,113.19,110.12,111.74,111.72,1579001
2023-01-30,DELTA,Energy,60.85,62.03,58.79,59.95,59.95,1148937
2023-02-17,BENCH,Benchmark,105.22,108.08,104.11,106.96,106.96,1493281
2023-01-20,ALPHA,Technology,92.13,94.92,91.01,93.79,93.79,1852585
2024-03-05,GAMMA,Healthcare,41.74,42.56,41.09,41.90,41.90,1210748
2023-06-09,GAMMA,Healthcare,42.91,43.65,42.68,43.42,43.42,1352282
2023-02-24,BENCH,Benchmark,110.25,111.47,109.37,110.59,110.59,1771857
2024-08-30,ALPHA,Technology,105.45,107.46,101.22,103.19,103.17,1598534
2023-01-19,BETA,Finance,61.65,62.33,60.25,60.92,60.92,1184954
2023-11-21,BETA,Finance,79.73,80.33,79.06,79.66,79.65,1721420
2023-12-20,OMEGA,Consumer,99.21,100.78,96.00,97.55,97.54,1265715
2024-06-10,OMEGA,Consumer,119.21,121.67,117.42,119.87,119.86,1329306
2023-09-29,BETA,Finance,79.49,80.35,78.58,79.45,79.44,1371595
2023-04-28,GAMMA,Healthcare,50.12,50.80,48.71,49.37,49.37,1593491
2024-03-22,GAMMA,Healthcare,40.64,41.92,39.92,41.19,41.19,1341302
2024-10-31,OMEGA,Consumer,106.61,108.03,105.73,107.14,107.11,1264537
2023-10-31,BENCH,Benchmark,143.84,145.10,140.72,141.96,141.94,1605664
2024-09-18,ALPHA,Technology,103.15,106.08,101.49,104.39,104.37,1293309
2023-02-21,OMEGA,Consumer,68.33,68.93,67.81,68.40,68.40,1192471
2024-11-06,BENCH,Benchmark,159.10,162.22,158.13,161.24,161.20,1769796
2023-12-22,BENCH,Benchmark,137.86,139.60,135.55,137.27,137.26,2183877
2024-10-02,ALPHA,Technology,105.67,107.37,103.81,105.52,105.49,1975814
2023-01-11,DELTA,Energy,59.01,60.18,57.32,58.48,58.48,1774363
2024-02-02,BENCH,Benchmark,122.56,123.31,121.66,122.41,122.40,1616237
2023-07-28,GAMMA,Healthcare,38.89,39.51,38.20,38.82,38.81,1453684
2024-12-30,BENCH,Benchmark,170.08,171.36,169.09,170.37,170.33,1490114
2023-08-31,BETA,Finance,65.75,68.89,64.75,67.86,67.86,1787916
2023-11-14,BENCH,Benchmark,139.34,141.80,137.76,140.21,140.19,1591047
2024-02-07,DELTA,Energy,69.40,70.27,66.68,67.53,67.52,2036703
2024-08-16,GAMMA,Healthcare,55.75,56.37,54.11,54.72,54.71,1622178
2024-11-15,GAMMA,Healthcare,57.84,59.52,57.00,58.66,58.65,1879309
2023-08-30,ALPHA,Technology,95.36,96.43,93.31,94.37,94.37,1443412
2024-06-20,OMEGA,Consumer,122.65,123.55,120.31,121.20,121.18,1446659
2024-03-05,BENCH,Benchmark,126.75,127.80,125.92,126.97,126.95,1723501
2023-06-16,OMEGA,Consumer,76.61,77.82,75.43,76.64,76.63,1256138
2023-09-29,GAMMA,Healthcare,47.38,47.86,45.51,45.97,45.97,1565779
2024-01-12,BETA,Finance,79.50,80.27,78.40,79.17,79.16,1229570
2024-11-12,BENCH,Benchmark,160.93,163.08,159.48,161.62,161.59,1515667
2023-01-12,DELTA,Energy,58.14,59.29,57.09,58.23,58.23,2143916
2024-05-20,BETA,Finance,69.22,69.88,67.38,68.03,68.02,1583203
2024-05-28,GAMMA,Healthcare,46.90,49.36,46.28,48.72,48.71,1713792
2023-06-08,OMEGA,Consumer,76.09,77.17,75.12,76.20,76.19,1282658
2024-08-08,BETA,Finance,58.63,59.18,57.81,58.37,58.35,1658863
2024-10-15,BETA,Finance,59.32,60.67,58.92,60.26,60.25,1530367
2024-11-07,ALPHA,Technology,108.03,109.48,106.90,108.35,108.33,1711643
2023-03-01,ALPHA,Technology,96.85,98.39,96.04,97.58,97.58,1487978
2023-07-21,BETA,Finance,59.59,60.33,58.61,59.35,59.34,1515987
2023-02-16,BETA,Finance,67.10,67.74,66.50,67.15,67.15,1264882
2023-03-10,ALPHA,Technology,102.21,103.51,101.34,102.63,102.63,1532894
2024-12-03,OMEGA,Consumer,110.17,111.07,109.61,110.51,110.48,1362200
2024-09-12,OMEGA,Consumer,102.86,104.34,99.46,100.91,100.89,1790308
2023-01-10,BENCH,Benchmark,102.63,103.55,100.96,101.88,101.88,1582053
2023-02-01,BENCH,Benchmark,101.89,103.13,100.52,101.76,101.76,1715698
2024-04-05,OMEGA,Consumer,104.98,106.61,103.08,104.70,104.68,1503391
2024-10-24,BENCH,Benchmark,150.66,153.56,149.74,152.63,152.60,1597410
2023-05-19,BENCH,Benchmark,131.01,132.52,127.44,128.94,128.93,1704875
2024-06-10,ALPHA,Technology,137.06,138.85,132.88,134.64,134.62,1365470
2023-09-15,OMEGA,Consumer,97.86,100.01,96.73,98.86,98.86,1452021
2023-05-31,BETA,Finance,83.40,84.42,80.93,81.94,81.93,1855277
2023-06-28,ALPHA,Technology,84.65,86.16,79.86,81.31,81.31,1350439
2023-05-09,ALPHA,Technology,105.76,110.05,104.63,108.88,108.88,1567723
2023-09-28,OMEGA,Consumer,95.31,96.46,94.17,95.32,95.31,1268043
2024-04-18,OMEGA,Consumer,105.74,107.06,104.10,105.42,105.40,1335003
2023-01-24,BETA,Finance,63.68,64.30,62.62,63.24,63.24,1184912
2023-01-27,DELTA,Energy,61.65,62.99,59.32,60.64,60.64,1130774
2023-11-17,BETA,Finance,79.63,80.71,77.21,78.28,78.27,1794216
2023-11-07,BETA,Finance,79.47,80.21,76.80,77.53,77.52,1169872
2023-02-10,OMEGA,Consumer,66.54,69.01,65.73,68.18,68.18,1731321
2023-08-08,BETA,Finance,60.66,61.35,60.01,60.69,60.69,1804918
2023-10-20,DELTA,Energy,78.48,80.95,76.99,79.44,79.43,1403793
2024-08-30,DELTA,Energy,77.28,78.29,76.40,77.40,77.39,1266192
2024-10-31,GAMMA,Healthcare,57.18,57.95,55.29,56.04,56.03,1417120
